Item_Description;Amount;Traffic_Source;Session_Duration
Greeting Cards;6;Direct;2282
Lanyard;6;Direct;2621
Google Hoodie;124;Paid Search;2884
YouTube Cap;15;Social Media;2149
Google Hoodie;124;Referral;916
Google Stickers;5;Paid Search;2009
Google Stickers;5;Social Media;1203
Puffer Vest;115;Paid Search;3418
Google Stickers;5;Paid Search;3337
Google Stickers;5;Paid Search;1836
Google Hoodie;124;Social Media;685
Google Water Bottle;10;Social Media;1212
Android T-Shirt;20;Social Media;2977
Google Stickers;5;Referral;605
Google Stickers;5;Referral;859
YouTube Cap;15;Direct;833
Puffer Vest;115;Social Media;1168
YouTube Cap;15;Social Media;2187
Greeting Cards;6;Social Media;3013
Google Stickers;5;Referral;3093
YouTube Cap;15;Organic Search;2599
Google Stickers;5;Social Media;1803
Google Stickers;5;Social Media;2381
Google Stickers;5;Paid Search;2397
Google Stickers;5;Referral;2669
Google Stickers;5;Social Media;736
Greeting Cards;6;Social Media;103
Lanyard;6;Paid Search;2933
Google Stickers;5;Paid Search;1502
Lanyard;6;Social Media;3573
YouTube Cap;15;Direct;2543
Google Hoodie;124;Social Media;1086
Notebook;20;Social Media;174
Lanyard;6;Organic Search;227
Google Stickers;5;Social Media;1099
Notebook;20;Referral;2577
Backpack;125;Social Media;1345
Puffer Vest;115;Paid Search;292
Google Stickers;5;Referral;1866
Google Stickers;5;Organic Search;3551
Google Stickers;5;Social Media;2969
YouTube Cap;15;Paid Search;2867
Google Stickers;5;Social Media;26
Puffer Vest;115;Social Media;408
Canvas Tote;18;Referral;2938
Google Stickers;5;Referral;2814
Google Stickers;5;Paid Search;117
Google Stickers;5;Direct;1949
Canvas Tote;18;Organic Search;2322
Google Stickers;5;Social Media;1881
Google Water Bottle;10;Paid Search;1004
Android T-Shirt;20;Direct;2912
Google Stickers;5;Social Media;3586
Android T-Shirt;20;Social Media;3297
Google Stickers;5;Referral;1361
Google Stickers;5;Paid Search;3579
Lanyard;6;Organic Search;3085
Google Stickers;5;Social Media;2200
Google Stickers;5;Organic Search;256
Google Hoodie;124;Organic Search;1126
Android T-Shirt;20;Paid Search;80
Google Stickers;5;Referral;2614
Greeting Cards;6;Social Media;1739
Google Stickers;5;Paid Search;209
Backpack;125;Direct;1632
Android T-Shirt;20;Social Media;2615
Google Stickers;5;Referral;2447
Google Hoodie;124;Referral;751
Google Hoodie;124;Direct;3508
Lanyard;6;Referral;3356
Android T-Shirt;20;Direct;2657
Google Water Bottle;10;Social Media;1015
Google Hoodie;124;Referral;598
Android T-Shirt;20;Paid Search;288
Google Stickers;5;Organic Search;2072
Google Stickers;5;Referral;533
Backpack;125;Organic Search;1576
Google Stickers;5;Organic Search;606
Google Hoodie;124;Paid Search;3001
Google Stickers;5;Referral;1069
Google Water Bottle;10;Paid Search;3176
Android T-Shirt;20;Organic Search;2242
Google Stickers;5;Paid Search;411
Google Stickers;5;Referral;1631
Greeting Cards;6;Organic Search;1427
Google Hoodie;124;Organic Search;2914
Google Stickers;5;Direct;3448
Google Hoodie;124;Organic Search;2356
Google Stickers;5;Social Media;51
YouTube Cap;15;Referral;37
Android T-Shirt;20;Organic Search;771
Android T-Shirt;20;Referral;536
Google Water Bottle;10;Organic Search;1840
Google Hoodie;124;Referral;1401
Google Stickers;5;Organic Search;2387
Google Hoodie;124;Organic Search;2956
Google Stickers;5;Organic Search;1906
Google Stickers;5;Paid Search;3243
Lanyard;6;Organic Search;2851
YouTube Cap;15;Organic Search;911
Backpack;125;Paid Search;981
Puffer Vest;115;Social Media;192
Google Stickers;5;Paid Search;1499
Google Stickers;5;Direct;853
Google Stickers;5;Referral;3036
Google Hoodie;124;Direct;1413
Puffer Vest;115;Paid Search;2625
YouTube Cap;15;Direct;1473
Google Stickers;5;Paid Search;2795
Puffer Vest;115;Direct;3275
Google Stickers;5;Paid Search;1649
Google Stickers;5;Direct;174
Google Stickers;5;Social Media;377
Lanyard;6;Paid Search;1178
Android T-Shirt;20;Referral;1370
Google Water Bottle;10;Direct;2233
Google Stickers;5;Social Media;2405
Puffer Vest;115;Organic Search;2608
Android T-Shirt;20;Referral;3561
Google Water Bottle;10;Referral;893
Google Stickers;5;Referral;598
Google Hoodie;124;Direct;2516
Google Stickers;5;Referral;943
Google Hoodie;124;Organic Search;1728
Google Hoodie;124;Social Media;770
Notebook;20;Referral;5
Google Stickers;5;Direct;3005
YouTube Cap;15;Paid Search;2253
Lanyard;6;Organic Search;2018
Google Water Bottle;10;Organic Search;1916
Puffer Vest;115;Paid Search;2664
Google Water Bottle;10;Social Media;460
Android T-Shirt;20;Direct;375
Google Stickers;5;Paid Search;1308
Google Stickers;5;Referral;828
Google Stickers;5;Social Media;342
YouTube Cap;15;Organic Search;142
Greeting Cards;6;Paid Search;105
Canvas Tote;18;Paid Search;1447
Google Stickers;5;Social Media;1679
Google Stickers;5;Referral;642
YouTube Cap;15;Direct;2298
Google Water Bottle;10;Direct;2405
Google Hoodie;124;Direct;2977
Google Stickers;5;Direct;3232
YouTube Cap;15;Paid Search;921
Greeting Cards;6;Direct;2904
Canvas Tote;18;Direct;375
Google Hoodie;124;Direct;1727
Google Hoodie;124;Paid Search;3008
Google Hoodie;124;Direct;1158
Lanyard;6;Organic Search;2971
Google Stickers;5;Referral;2901
Google Stickers;5;Paid Search;2356
Google Stickers;5;Social Media;2334
Google Stickers;5;Paid Search;2452
YouTube Cap;15;Organic Search;461
Lanyard;6;Referral;2747
Canvas Tote;18;Organic Search;1186
YouTube Cap;15;Social Media;2859
Google Stickers;5;Paid Search;2548
Google Stickers;5;Social Media;691
Notebook;20;Organic Search;1430
YouTube Cap;15;Social Media;2564
Google Stickers;5;Referral;19
Google Hoodie;124;Social Media;1449
Google Water Bottle;10;Referral;1528
Google Water Bottle;10;Referral;749
Google Stickers;5;Organic Search;343
YouTube Cap;15;Direct;371
Google Stickers;5;Social Media;2233
Google Water Bottle;10;Paid Search;2917
Lanyard;6;Paid Search;1682
Canvas Tote;18;Organic Search;1420
Google Stickers;5;Organic Search;2465
Lanyard;6;Paid Search;1885
Lanyard;6;Referral;93
Google Stickers;5;Social Media;408
Google Hoodie;124;Direct;2669
Android T-Shirt;20;Direct;1795
Canvas Tote;18;Paid Search;1235
Lanyard;6;Organic Search;1939
Notebook;20;Referral;366
YouTube Cap;15;Organic Search;2979
Google Stickers;5;Direct;2208
Notebook;20;Organic Search;106
Google Stickers;5;Paid Search;803
Google Hoodie;124;Paid Search;1216
Canvas Tote;18;Organic Search;3264
Google Stickers;5;Direct;2973
Android T-Shirt;20;Referral;41
Google Hoodie;124;Organic Search;2488
Google Stickers;5;Direct;2162
Google Stickers;5;Direct;647
Google Stickers;5;Direct;1781
Greeting Cards;6;Paid Search;2758
Google Stickers;5;Organic Search;1281
Google Stickers;5;Direct;1405
Google Stickers;5;Organic Search;2655
Greeting Cards;6;Direct;676
Puffer Vest;115;Organic Search;903
Google Stickers;5;Direct;3272
Canvas Tote;18;Paid Search;820
Canvas Tote;18;Direct;2890
Google Stickers;5;Paid Search;3332
Google Stickers;5;Social Media;1243
Greeting Cards;6;Paid Search;1818
Greeting Cards;6;Referral;2916
Google Stickers;5;Paid Search;1776
Greeting Cards;6;Referral;2463
Google Water Bottle;10;Referral;2650
Canvas Tote;18;Direct;1340
Google Stickers;5;Direct;3320
Google Hoodie;124;Organic Search;25
Google Water Bottle;10;Organic Search;1580
Lanyard;6;Social Media;2883
Android T-Shirt;20;Organic Search;2050
Google Stickers;5;Organic Search;3158
Google Stickers;5;Organic Search;706
Google Hoodie;124;Organic Search;1308
Google Stickers;5;Referral;1374
Google Water Bottle;10;Referral;1084
Google Stickers;5;Referral;3056
Google Stickers;5;Referral;1399
Google Stickers;5;Referral;2678
Puffer Vest;115;Paid Search;2687
Google Stickers;5;Organic Search;882
Lanyard;6;Direct;523
Backpack;125;Social Media;1784
Google Stickers;5;Organic Search;2778
Notebook;20;Organic Search;2140
Google Stickers;5;Direct;1668
Google Stickers;5;Social Media;1130
Google Stickers;5;Social Media;2344
Google Stickers;5;Direct;3434
Android T-Shirt;20;Social Media;2676
Google Stickers;5;Direct;2242
Google Stickers;5;Social Media;3348
Greeting Cards;6;Organic Search;422
Google Water Bottle;10;Direct;342
Android T-Shirt;20;Organic Search;912
Backpack;125;Paid Search;1944
Google Stickers;5;Referral;2820
Google Stickers;5;Direct;143
Backpack;125;Organic Search;1755
Puffer Vest;115;Referral;53
Google Hoodie;124;Paid Search;2479
Google Hoodie;124;Referral;2234
YouTube Cap;15;Referral;900
Google Stickers;5;Referral;83
Google Stickers;5;Referral;277
Google Stickers;5;Paid Search;463
Canvas Tote;18;Referral;2778
Google Stickers;5;Organic Search;1639
Google Hoodie;124;Referral;3162
YouTube Cap;15;Organic Search;250
Google Stickers;5;Referral;2787
Google Water Bottle;10;Referral;2772
YouTube Cap;15;Social Media;2417
Google Stickers;5;Paid Search;2506
Google Stickers;5;Social Media;3105
Backpack;125;Paid Search;889
Google Stickers;5;Referral;992
YouTube Cap;15;Organic Search;2579
Google Stickers;5;Direct;2292
Google Stickers;5;Referral;1866
Canvas Tote;18;Social Media;1443
Google Stickers;5;Organic Search;894
Notebook;20;Paid Search;1190
Android T-Shirt;20;Organic Search;227
Google Hoodie;124;Referral;1267
Google Water Bottle;10;Paid Search;522
Canvas Tote;18;Direct;3145
Puffer Vest;115;Social Media;355
Google Hoodie;124;Social Media;490
Canvas Tote;18;Referral;2887
Google Hoodie;124;Social Media;3158
Google Water Bottle;10;Paid Search;1208
Google Hoodie;124;Referral;1240
Google Water Bottle;10;Organic Search;174
Lanyard;6;Paid Search;3435
Greeting Cards;6;Direct;3344
YouTube Cap;15;Paid Search;1284
Google Stickers;5;Referral;3261
YouTube Cap;15;Paid Search;1825
Google Hoodie;124;Direct;2852
Google Stickers;5;Paid Search;3293
Canvas Tote;18;Direct;742
Android T-Shirt;20;Direct;2581
Google Hoodie;124;Direct;1649
Google Water Bottle;10;Social Media;594
Greeting Cards;6;Referral;2781
Google Stickers;5;Organic Search;1451
Lanyard;6;Referral;3169
YouTube Cap;15;Social Media;141
Google Stickers;5;Referral;2188
Backpack;125;Direct;2596
Google Hoodie;124;Paid Search;1493
Google Stickers;5;Paid Search;3128
Notebook;20;Referral;2334
Android T-Shirt;20;Social Media;3314
Greeting Cards;6;Direct;2768
Puffer Vest;115;Direct;2347
Notebook;20;Social Media;477
Google Stickers;5;Social Media;983
Greeting Cards;6;Referral;531
Google Stickers;5;Social Media;1
Google Stickers;5;Paid Search;1748
Backpack;125;Paid Search;353
Google Hoodie;124;Organic Search;198
Google Hoodie;124;Referral;2166
Notebook;20;Social Media;3565
Greeting Cards;6;Referral;856
Google Stickers;5;Paid Search;294
Google Hoodie;124;Direct;2282
Google Water Bottle;10;Social Media;1320
Backpack;125;Organic Search;2216
Notebook;20;Paid Search;633
Google Stickers;5;Direct;2092
Google Hoodie;124;Organic Search;1031
Google Stickers;5;Referral;447
Canvas Tote;18;Paid Search;1883
Android T-Shirt;20;Social Media;2172
Google Stickers;5;Organic Search;2090
Puffer Vest;115;Social Media;133
Backpack;125;Social Media;1631
Google Stickers;5;Social Media;10
Google Hoodie;124;Social Media;640
Greeting Cards;6;Paid Search;2589
Puffer Vest;115;Referral;3028
YouTube Cap;15;Direct;814
Lanyard;6;Direct;1532
Android T-Shirt;20;Paid Search;442
Backpack;125;Social Media;585
Canvas Tote;18;Social Media;2785
Lanyard;6;Paid Search;2322
Google Stickers;5;Referral;2318
Backpack;125;Social Media;482
Google Water Bottle;10;Direct;2714
Google Stickers;5;Social Media;2733
Backpack;125;Social Media;1272
YouTube Cap;15;Referral;505
Google Stickers;5;Social Media;1334
Google Water Bottle;10;Paid Search;3108
Lanyard;6;Direct;1501
Puffer Vest;115;Social Media;2766
Android T-Shirt;20;Direct;142
Google Stickers;5;Organic Search;197
Google Stickers;5;Referral;2803
YouTube Cap;15;Social Media;1008
Google Stickers;5;Referral;422
Greeting Cards;6;Referral;543
Android T-Shirt;20;Direct;1232
Canvas Tote;18;Referral;2140
Google Stickers;5;Paid Search;2745
Lanyard;6;Referral;422
Backpack;125;Social Media;754
Puffer Vest;115;Social Media;593
Google Hoodie;124;Social Media;1690
Lanyard;6;Social Media;106
Android T-Shirt;20;Organic Search;2471
Lanyard;6;Organic Search;1673
Lanyard;6;Organic Search;2943
Google Stickers;5;Paid Search;641
Google Stickers;5;Paid Search;3044
Google Hoodie;124;Social Media;844
Greeting Cards;6;Referral;3036
YouTube Cap;15;Referral;1745
Google Hoodie;124;Social Media;1839
Google Stickers;5;Social Media;81
YouTube Cap;15;Referral;1028
Google Hoodie;124;Social Media;1184
Google Stickers;5;Referral;250
Puffer Vest;115;Social Media;1336
Google Stickers;5;Organic Search;1737
Google Stickers;5;Referral;3080
Google Stickers;5;Paid Search;2449
Greeting Cards;6;Referral;1494
Canvas Tote;18;Social Media;422
Lanyard;6;Direct;1390
Puffer Vest;115;Organic Search;480
Google Stickers;5;Paid Search;2694
Google Water Bottle;10;Organic Search;2142
Google Water Bottle;10;Organic Search;1308
Google Stickers;5;Organic Search;2481
Canvas Tote;18;Paid Search;1435
Lanyard;6;Social Media;3227
Google Water Bottle;10;Social Media;348
Google Stickers;5;Direct;3059
Google Stickers;5;Social Media;2099
Google Stickers;5;Social Media;2126
Google Stickers;5;Paid Search;971
Google Stickers;5;Social Media;639
Google Stickers;5;Organic Search;373
Google Stickers;5;Organic Search;3472
Greeting Cards;6;Direct;2461
Lanyard;6;Organic Search;3258
Google Stickers;5;Organic Search;623
Google Stickers;5;Referral;2270
Google Stickers;5;Organic Search;1451
Google Water Bottle;10;Referral;3594
Google Hoodie;124;Social Media;798
Google Stickers;5;Paid Search;106
Google Stickers;5;Paid Search;2014
Notebook;20;Organic Search;1523
Backpack;125;Organic Search;334
Google Hoodie;124;Referral;1389
Google Hoodie;124;Direct;1306
Google Hoodie;124;Direct;2455
Greeting Cards;6;Direct;2526
Canvas Tote;18;Referral;2124
Canvas Tote;18;Paid Search;2463
Google Stickers;5;Paid Search;261
Google Stickers;5;Organic Search;1990
Backpack;125;Direct;100
Google Stickers;5;Referral;3525
Notebook;20;Direct;1206
Puffer Vest;115;Paid Search;2004
Google Stickers;5;Social Media;755
Google Water Bottle;10;Organic Search;196
Google Stickers;5;Referral;2124
Google Hoodie;124;Paid Search;3567
Google Stickers;5;Organic Search;53
Canvas Tote;18;Social Media;1264
Google Water Bottle;10;Social Media;1168
YouTube Cap;15;Paid Search;1781
Puffer Vest;115;Referral;2714
Google Water Bottle;10;Referral;1968
Notebook;20;Organic Search;2630
YouTube Cap;15;Social Media;1632
Google Water Bottle;10;Paid Search;1274
Google Stickers;5;Direct;128
Google Stickers;5;Direct;1795
Google Stickers;5;Organic Search;2229
Google Water Bottle;10;Paid Search;3258
Google Stickers;5;Organic Search;47
Notebook;20;Paid Search;3009
Canvas Tote;18;Direct;2960
Google Water Bottle;10;Social Media;314
Google Stickers;5;Referral;2195
Google Stickers;5;Direct;2249
Notebook;20;Direct;358
Canvas Tote;18;Referral;149
Notebook;20;Paid Search;1279
Greeting Cards;6;Organic Search;501
Google Stickers;5;Direct;1440
Google Stickers;5;Direct;2857
Google Stickers;5;Direct;2599
Google Water Bottle;10;Direct;2454
Notebook;20;Referral;3228
YouTube Cap;15;Organic Search;292
Google Stickers;5;Paid Search;142
Notebook;20;Referral;1393
Google Stickers;5;Paid Search;690
Google Stickers;5;Organic Search;2966
Backpack;125;Social Media;1740
Puffer Vest;115;Organic Search;1141
Google Stickers;5;Referral;1845
Google Hoodie;124;Referral;2742
Android T-Shirt;20;Referral;1606
Canvas Tote;18;Direct;3481
Android T-Shirt;20;Organic Search;1538
Google Hoodie;124;Referral;366
Google Stickers;5;Direct;1965
Google Stickers;5;Referral;790
Lanyard;6;Referral;1308
Google Stickers;5;Referral;2851
Canvas Tote;18;Paid Search;1585
Greeting Cards;6;Referral;2250
Google Hoodie;124;Organic Search;1858
Google Stickers;5;Organic Search;43
Google Stickers;5;Social Media;2171
Lanyard;6;Referral;2745
Greeting Cards;6;Direct;1890
Puffer Vest;115;Organic Search;143
Google Stickers;5;Direct;1785
Puffer Vest;115;Direct;2159
Google Stickers;5;Social Media;2179
Google Stickers;5;Paid Search;2223
Google Stickers;5;Referral;1345
Notebook;20;Paid Search;2461
Lanyard;6;Social Media;501
Google Stickers;5;Social Media;1349
Google Stickers;5;Social Media;2107
Google Hoodie;124;Social Media;3311
Google Hoodie;124;Direct;1272
Backpack;125;Paid Search;2282
Backpack;125;Paid Search;536
Lanyard;6;Paid Search;1065
Greeting Cards;6;Organic Search;2195
Lanyard;6;Organic Search;1144
Google Hoodie;124;Organic Search;1202
Google Hoodie;124;Social Media;3523
Puffer Vest;115;Social Media;936
Google Stickers;5;Social Media;129
YouTube Cap;15;Direct;1333
Greeting Cards;6;Referral;739
YouTube Cap;15;Organic Search;3233
Google Stickers;5;Social Media;3185
Lanyard;6;Referral;3065
YouTube Cap;15;Direct;2675
Google Stickers;5;Referral;1882
Google Hoodie;124;Direct;2694
Greeting Cards;6;Social Media;771
Greeting Cards;6;Social Media;1362
Puffer Vest;115;Organic Search;1785
Google Stickers;5;Organic Search;1229
Google Hoodie;124;Social Media;2723
Google Stickers;5;Organic Search;1159
Google Hoodie;124;Paid Search;3117
Google Stickers;5;Social Media;2190
YouTube Cap;15;Referral;3153
Lanyard;6;Social Media;1597
Google Stickers;5;Referral;1351
Lanyard;6;Organic Search;471
Backpack;125;Direct;1299
Google Stickers;5;Organic Search;1657
Google Stickers;5;Direct;1956
Google Hoodie;124;Organic Search;3269
Google Stickers;5;Social Media;2365
Google Stickers;5;Referral;1465
Backpack;125;Direct;2994
YouTube Cap;15;Organic Search;2109
Greeting Cards;6;Referral;348
Notebook;20;Organic Search;1779
Greeting Cards;6;Direct;2316
Google Stickers;5;Referral;76
Notebook;20;Organic Search;775
Google Stickers;5;Paid Search;1588
Google Stickers;5;Direct;2884
Lanyard;6;Organic Search;3563
Google Hoodie;124;Referral;482
Google Hoodie;124;Paid Search;3445
Google Hoodie;124;Social Media;2899
Google Stickers;5;Direct;1267
Backpack;125;Direct;1516
Google Stickers;5;Social Media;936
Google Stickers;5;Social Media;3268
Google Stickers;5;Social Media;3421
Android T-Shirt;20;Social Media;1649
Google Stickers;5;Social Media;3212
Google Water Bottle;10;Direct;3358
Google Stickers;5;Paid Search;2803
Canvas Tote;18;Referral;294
Google Stickers;5;Organic Search;1461
Google Hoodie;124;Organic Search;2974
Notebook;20;Referral;218
Notebook;20;Referral;624
YouTube Cap;15;Paid Search;3335
Lanyard;6;Referral;85
Google Stickers;5;Social Media;1839
Android T-Shirt;20;Paid Search;593
Puffer Vest;115;Paid Search;2332
Lanyard;6;Direct;2161
Puffer Vest;115;Social Media;1840
Android T-Shirt;20;Paid Search;336
Google Hoodie;124;Social Media;2029
Google Water Bottle;10;Referral;632
Google Hoodie;124;Paid Search;76
Google Hoodie;124;Direct;3083
Google Stickers;5;Referral;2510
Google Stickers;5;Social Media;1390
YouTube Cap;15;Paid Search;298
Google Stickers;5;Social Media;3121
Google Stickers;5;Direct;2430
Puffer Vest;115;Organic Search;2266
Google Stickers;5;Paid Search;487
Google Water Bottle;10;Social Media;3232
Google Stickers;5;Organic Search;707
YouTube Cap;15;Paid Search;1171
Canvas Tote;18;Social Media;3058
Google Stickers;5;Direct;593
Google Stickers;5;Paid Search;1840
Google Stickers;5;Organic Search;2767
Google Stickers;5;Paid Search;1168
Google Stickers;5;Paid Search;2074
Google Stickers;5;Referral;3304
Google Stickers;5;Paid Search;2387
Android T-Shirt;20;Social Media;83
Google Stickers;5;Referral;505
Google Stickers;5;Social Media;2669
Google Stickers;5;Referral;1719
Google Stickers;5;Social Media;2901
Google Stickers;5;Referral;2100
Canvas Tote;18;Referral;2367
Google Hoodie;124;Direct;1678
YouTube Cap;15;Paid Search;1345
Canvas Tote;18;Referral;261
Canvas Tote;18;Direct;3524
Greeting Cards;6;Paid Search;1399
Google Hoodie;124;Direct;1074
Greeting Cards;6;Direct;3204
YouTube Cap;15;Social Media;1980
Google Stickers;5;Direct;2831
YouTube Cap;15;Paid Search;2669
Google Stickers;5;Direct;2439
Android T-Shirt;20;Organic Search;1135
Puffer Vest;115;Direct;3042
Puffer Vest;115;Organic Search;676
Canvas Tote;18;Social Media;2393
Google Stickers;5;Direct;1871
Google Water Bottle;10;Social Media;2844
Greeting Cards;6;Organic Search;347
Google Stickers;5;Social Media;1666
Google Water Bottle;10;Organic Search;2422
Android T-Shirt;20;Organic Search;2907
Google Hoodie;124;Paid Search;2020
Google Hoodie;124;Paid Search;2182
Google Stickers;5;Paid Search;3544
Google Hoodie;124;Organic Search;192
Google Stickers;5;Direct;945
Google Hoodie;124;Referral;1534
Google Hoodie;124;Organic Search;1503
Google Hoodie;124;Organic Search;2695
Google Hoodie;124;Organic Search;550
Google Stickers;5;Referral;429
Google Stickers;5;Social Media;1216
Google Water Bottle;10;Organic Search;1235
Google Hoodie;124;Paid Search;2447
Android T-Shirt;20;Organic Search;785
Android T-Shirt;20;Direct;936
Google Hoodie;124;Referral;2100
Notebook;20;Direct;1127
Google Stickers;5;Social Media;2974
Google Hoodie;124;Organic Search;911
Google Water Bottle;10;Direct;1156
Android T-Shirt;20;Direct;3230
Google Hoodie;124;Paid Search;3378
Backpack;125;Direct;1473
Greeting Cards;6;Referral;841
Greeting Cards;6;Paid Search;1988
Google Stickers;5;Organic Search;1137
Google Water Bottle;10;Organic Search;947
Google Stickers;5;Referral;3571
Google Stickers;5;Direct;1916
Google Hoodie;124;Paid Search;917
Google Stickers;5;Social Media;3242
Google Hoodie;124;Social Media;1461
Lanyard;6;Direct;1731
Google Hoodie;124;Referral;273
Google Stickers;5;Social Media;3080
Google Stickers;5;Paid Search;630
Notebook;20;Paid Search;2527
Google Stickers;5;Social Media;1598
Google Hoodie;124;Paid Search;519
Google Stickers;5;Social Media;676
Puffer Vest;115;Direct;2793
Backpack;125;Paid Search;1885
Android T-Shirt;20;Organic Search;1076
Google Stickers;5;Direct;3029
Puffer Vest;115;Paid Search;1639
Google Stickers;5;Referral;1164
Backpack;125;Direct;903
Lanyard;6;Paid Search;1885
Google Stickers;5;Referral;2159
Greeting Cards;6;Social Media;1792
Google Stickers;5;Social Media;1057
Google Stickers;5;Organic Search;1261
Google Stickers;5;Paid Search;813
Google Stickers;5;Direct;81
Google Stickers;5;Social Media;468
Backpack;125;Paid Search;3193
Google Stickers;5;Paid Search;3090
Greeting Cards;6;Direct;3486
Google Hoodie;124;Paid Search;623
Backpack;125;Organic Search;403
Android T-Shirt;20;Referral;1254
Lanyard;6;Paid Search;116
Google Hoodie;124;Organic Search;3258
Google Hoodie;124;Paid Search;2014
Google Stickers;5;Direct;694
Canvas Tote;18;Direct;1245
Google Stickers;5;Social Media;471
Google Stickers;5;Social Media;1832
Google Hoodie;124;Referral;3038
Notebook;20;Organic Search;2048
Google Stickers;5;Direct;690
Google Stickers;5;Direct;1129
Google Stickers;5;Organic Search;2452
YouTube Cap;15;Paid Search;1997
Google Hoodie;124;Organic Search;1354
Backpack;125;Referral;1430
Lanyard;6;Paid Search;2979
Google Hoodie;124;Organic Search;624
Google Stickers;5;Organic Search;2090
Notebook;20;Social Media;1745
Google Stickers;5;Paid Search;1717
Google Stickers;5;Social Media;300
Android T-Shirt;20;Social Media;624
Greeting Cards;6;Organic Search;887
Notebook;20;Referral;2950
Google Stickers;5;Paid Search;2539
Google Hoodie;124;Social Media;2965
Lanyard;6;Direct;2781
Google Hoodie;124;Social Media;1923
Puffer Vest;115;Social Media;533
Google Stickers;5;Referral;2598
Google Water Bottle;10;Paid Search;1266
Google Stickers;5;Organic Search;1276
Puffer Vest;115;Referral;2852
Google Hoodie;124;Paid Search;2806
Google Stickers;5;Social Media;1306
Google Hoodie;124;Direct;3381
YouTube Cap;15;Direct;1483
Puffer Vest;115;Direct;472
Android T-Shirt;20;Social Media;53
Android T-Shirt;20;Social Media;1749
Lanyard;6;Paid Search;1722
Lanyard;6;Referral;840
Canvas Tote;18;Direct;2014
Google Hoodie;124;Referral;1770
Google Hoodie;124;Organic Search;2402
Google Stickers;5;Direct;2473
Google Stickers;5;Organic Search;2824
Google Stickers;5;Direct;1808
Canvas Tote;18;Social Media;1248
YouTube Cap;15;Organic Search;645
Google Stickers;5;Social Media;1015
Google Stickers;5;Social Media;3080
Canvas Tote;18;Organic Search;1550
Canvas Tote;18;Social Media;2266
Google Hoodie;124;Referral;1674
Google Hoodie;124;Direct;460
Android T-Shirt;20;Organic Search;1334
Google Stickers;5;Social Media;2405
YouTube Cap;15;Organic Search;1191
Greeting Cards;6;Social Media;2324
Google Water Bottle;10;Paid Search;1580
Lanyard;6;Social Media;1682
YouTube Cap;15;Paid Search;2378
Lanyard;6;Social Media;808
Google Stickers;5;Direct;317
Google Hoodie;124;Social Media;3297
Google Stickers;5;Organic Search;3204
Google Hoodie;124;Referral;1281
Google Stickers;5;Direct;1885
YouTube Cap;15;Organic Search;2133
Google Hoodie;124;Direct;3058
Google Hoodie;124;Paid Search;1519
Backpack;125;Referral;1038
Notebook;20;Referral;707
Puffer Vest;115;Paid Search;1502
Puffer Vest;115;Organic Search;3012
Google Stickers;5;Paid Search;2962
Canvas Tote;18;Paid Search;342
Lanyard;6;Direct;2714
YouTube Cap;15;Social Media;2679
Lanyard;6;Social Media;2625
Google Stickers;5;Referral;3261
Notebook;20;Referral;238
Canvas Tote;18;Direct;3204
Google Hoodie;124;Social Media;3033
Google Stickers;5;Organic Search;2745
Notebook;20;Social Media;2223
Google Stickers;5;Social Media;1245
Google Stickers;5;Referral;2627
Google Stickers;5;Direct;163
Google Stickers;5;Referral;3528
Google Stickers;5;Organic Search;587
Notebook;20;Referral;273
Greeting Cards;6;Paid Search;1585
Puffer Vest;115;Social Media;2830
Google Stickers;5;Paid Search;2040
Lanyard;6;Direct;3065
Google Hoodie;124;Direct;755
Lanyard;6;Referral;2271
Google Water Bottle;10;Paid Search;1136
YouTube Cap;15;Social Media;1839
Google Stickers;5;Paid Search;746
Google Hoodie;124;Organic Search;1933
Backpack;125;Social Media;828
Notebook;20;Organic Search;3297
Lanyard;6;Direct;3058
Google Stickers;5;Organic Search;3524
Google Stickers;5;Organic Search;1133
Lanyard;6;Organic Search;1937
Google Stickers;5;Social Media;2954
Notebook;20;Social Media;3204
Backpack;125;Organic Search;2974
Google Stickers;5;Referral;106
Google Hoodie;124;Organic Search;3434
Google Stickers;5;Direct;955
Google Water Bottle;10;Paid Search;512
Lanyard;6;Referral;3447
Google Stickers;5;Social Media;2625
Google Stickers;5;Referral;2109
Notebook;20;Organic Search;590
Lanyard;6;Referral;3145
Google Stickers;5;Organic Search;159
Backpack;125;Social Media;1065
YouTube Cap;15;Organic Search;2947
YouTube Cap;15;Direct;1021
Greeting Cards;6;Organic Search;3218
Backpack;125;Social Media;1438
Canvas Tote;18;Paid Search;1060
Canvas Tote;18;Referral;1178
Google Stickers;5;Organic Search;2244
Google Stickers;5;Paid Search;844
Notebook;20;Referral;3123
Android T-Shirt;20;Paid Search;467
Google Water Bottle;10;Social Media;1775
Google Hoodie;124;Social Media;2141
Google Stickers;5;Organic Search;998
Google Stickers;5;Direct;2098
Android T-Shirt;20;Referral;3258
Google Stickers;5;Direct;3270
Google Hoodie;124;Organic Search;1087
Android T-Shirt;20;Organic Search;3235
Google Stickers;5;Direct;839
Canvas Tote;18;Social Media;2799
Google Hoodie;124;Organic Search;565
Google Stickers;5;Direct;2313
Google Stickers;5;Referral;2451
Backpack;125;Organic Search;739
Greeting Cards;6;Referral;3234
Google Stickers;5;Referral;3185
Lanyard;6;Paid Search;1345
Google Hoodie;124;Referral;2175
